srcStateName,srcDistrictName,srcYear,Social group type,Land area size,Category of holdings,Net area sown,Area under current fallows,Net area cultivated,Uncultivated area ,YearCode,Year
Andaman & Nicobar Islands,Nicobar,2015-16,Scheduled Caste,(2.0-3.0),Semi-Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Andaman & Nicobar Islands,Nicobar,2015-16,Scheduled Caste,20 & Above,Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,Upper Subansiri,2015-16,Others,(1.0-2.0),Small,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,Upper Subansiri,2015-16,Others,(2.0-3.0),Semi-Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,Upper Subansiri,2015-16,Others,20 & Above,Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,Upper Subansiri,2015-16,Others,(3.0-4.0),Semi-Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Chamba,2015-16,Others,Below 0.5,Marginal,2131.566,405.724,2537.29,2135.42,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Chamba,2015-16,Scheduled Caste,(0.5-1.0),Marginal,1656.742,4.615,1661.357,88.413,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Chamba,2015-16,Scheduled Caste,(10.0-20.0),Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Chamba,2015-16,Scheduled Caste,(1.0-2.0),Small,1527.967,7.228,1535.195,84.375,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Chamba,2015-16,Scheduled Caste,(2.0-3.0),Semi-Medium,601.211,2.47,603.681,44.349,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Chamba,2015-16,Scheduled Caste,20 & Above,Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Chamba,2015-16,Scheduled Caste,(3.0-4.0),Semi-Medium,148.7,0,148.7,2.34,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Chamba,2015-16,Scheduled Caste,(4.0-5.0),Medium,47.632,0,47.632,1.238,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Chamba,2015-16,Scheduled Caste,(5.0-7.5),Medium,26.003,0.46,26.463,4.597,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Chamba,2015-16,Scheduled Caste,(7.5-10.0),Medium,7.77,0,7.77,0,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Chamba,2015-16,Scheduled Caste,Below 0.5,Marginal,1539.847,4.425,1544.272,76.638,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Chamba,2015-16,Scheduled Tribes,(0.5-1.0),Marginal,4061.713,16.584,4078.297,252.893,2015,"Agriculture Year (Jul - Jun), 2015"
Andaman & Nicobar Islands,Nicobar,2015-16,Scheduled Caste,(3.0-4.0),Semi-Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Andaman & Nicobar Islands,Nicobar,2015-16,Scheduled Caste,(4.0-5.0),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Andaman & Nicobar Islands,Nicobar,2015-16,Scheduled Caste,(5.0-7.5),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Andaman & Nicobar Islands,Nicobar,2015-16,Scheduled Caste,(7.5-10.0),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Andaman & Nicobar Islands,Nicobar,2015-16,Scheduled Caste,Below 0.5,Marginal,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Chhatisgarh,Kondagaon,2015-16,Scheduled Tribes,(10.0-20.0),Large,5399.748,350.184,5749.932,239.356,2015,"Agriculture Year (Jul - Jun), 2015"
Chhatisgarh,Kondagaon,2015-16,Scheduled Tribes,(1.0-2.0),Small,24660.524,464.283,25124.807,1089.366,2015,"Agriculture Year (Jul - Jun), 2015"
Chhatisgarh,Kondagaon,2015-16,Scheduled Tribes,(2.0-3.0),Semi-Medium,23392.597,331.7,23724.297,920.688,2015,"Agriculture Year (Jul - Jun), 2015"
Chhatisgarh,Kondagaon,2015-16,Scheduled Tribes,20 & Above,Large,1284.674,50.521,1335.195,71.457,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Chamba,2015-16,Scheduled Tribes,(10.0-20.0),Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Chamba,2015-16,Scheduled Tribes,(1.0-2.0),Small,4941.642,12.701,4954.343,225.847,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Chamba,2015-16,Scheduled Tribes,(2.0-3.0),Semi-Medium,1772.366,9.722,1782.088,59.742,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Chamba,2015-16,Scheduled Tribes,20 & Above,Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Chamba,2015-16,Scheduled Tribes,(3.0-4.0),Semi-Medium,540.422,4.111,544.533,30.047,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,Upper Subansiri,2015-16,Others,(4.0-5.0),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,Upper Subansiri,2015-16,Others,(5.0-7.5),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,Upper Subansiri,2015-16,Others,(7.5-10.0),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,Upper Subansiri,2015-16,Others,Below 0.5,Marginal,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,Upper Subansiri,2015-16,Scheduled Caste,(0.5-1.0),Marginal,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,Upper Subansiri,2015-16,Scheduled Caste,(10.0-20.0),Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,Upper Subansiri,2015-16,Scheduled Caste,(1.0-2.0),Small,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,Upper Subansiri,2015-16,Scheduled Caste,(2.0-3.0),Semi-Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,Upper Subansiri,2015-16,Scheduled Caste,20 & Above,Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,Upper Subansiri,2015-16,Scheduled Caste,(3.0-4.0),Semi-Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,Upper Subansiri,2015-16,Scheduled Caste,(4.0-5.0),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Chamba,2015-16,Scheduled Tribes,(4.0-5.0),Medium,200.455,1.071,201.526,12.734,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Chamba,2015-16,Scheduled Tribes,(5.0-7.5),Medium,89.164,0,89.164,14.276,2015,"Agriculture Year (Jul - Jun), 2015"
Chhatisgarh,Kondagaon,2015-16,Scheduled Tribes,(3.0-4.0),Semi-Medium,11124.504,339.473,11463.977,599.496,2015,"Agriculture Year (Jul - Jun), 2015"
Chhatisgarh,Kondagaon,2015-16,Scheduled Tribes,(4.0-5.0),Medium,8960.052,319.438,9279.49,392.571,2015,"Agriculture Year (Jul - Jun), 2015"
Chhatisgarh,Kondagaon,2015-16,Scheduled Tribes,(5.0-7.5),Medium,10564.744,305.948,10870.692,499.099,2015,"Agriculture Year (Jul - Jun), 2015"
Chhatisgarh,Kondagaon,2015-16,Scheduled Tribes,(7.5-10.0),Medium,4818.9,129.462,4948.362,233.658,2015,"Agriculture Year (Jul - Jun), 2015"
Chhatisgarh,Kondagaon,2015-16,Scheduled Tribes,Below 0.5,Marginal,2266.908,109.572,2376.48,122.544,2015,"Agriculture Year (Jul - Jun), 2015"
Chhatisgarh,Korba,2015-16,Institutional,(0.5-1.0),Marginal,1.918,0,1.918,0,2015,"Agriculture Year (Jul - Jun), 2015"
Chhatisgarh,Korba,2015-16,Institutional,(10.0-20.0),Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Chamba,2015-16,Scheduled Tribes,(7.5-10.0),Medium,7.77,0,7.77,0,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Chamba,2015-16,Scheduled Tribes,Below 0.5,Marginal,2695.813,5.602,2701.415,106.605,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Hamirpur,2015-16,Institutional,(0.5-1.0),Marginal,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Hamirpur,2015-16,Institutional,(10.0-20.0),Large,10.32,0,10.32,0,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Hamirpur,2015-16,Institutional,(1.0-2.0),Small,1.13,0,1.13,0,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Hamirpur,2015-16,Institutional,(2.0-3.0),Semi-Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Hamirpur,2015-16,Institutional,20 & Above,Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Hamirpur,2015-16,Institutional,(3.0-4.0),Semi-Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Hamirpur,2015-16,Institutional,(4.0-5.0),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Hamirpur,2015-16,Institutional,(5.0-7.5),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Hamirpur,2015-16,Institutional,(7.5-10.0),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Hamirpur,2015-16,Institutional,Below 0.5,Marginal,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Hamirpur,2015-16,Others,(0.5-1.0),Marginal,5846.929,664.916,6511.845,4508.155,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,Upper Subansiri,2015-16,Scheduled Caste,(5.0-7.5),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,Upper Subansiri,2015-16,Scheduled Caste,(7.5-10.0),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,Upper Subansiri,2015-16,Scheduled Caste,Below 0.5,Marginal,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,Upper Subansiri,2015-16,Scheduled Tribes,(0.5-1.0),Marginal,445.188,16.458,461.646,0.914,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,Upper Subansiri,2015-16,Scheduled Tribes,(10.0-20.0),Large,4896.665,654.348,5551.013,5440.659,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,Upper Subansiri,2015-16,Scheduled Tribes,(1.0-2.0),Small,584.61,15.214,599.824,228.186,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,Upper Subansiri,2015-16,Scheduled Tribes,(2.0-3.0),Semi-Medium,823.913,9.524,833.437,356.563,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Hamirpur,2015-16,Others,(10.0-20.0),Large,535.969,387.621,923.59,931.44,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Hamirpur,2015-16,Others,(1.0-2.0),Small,9480.144,927,10407.144,8538.186,2015,"Agriculture Year (Jul - Jun), 2015"
Chhatisgarh,Korba,2015-16,Institutional,(1.0-2.0),Small,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Chhatisgarh,Korba,2015-16,Institutional,(2.0-3.0),Semi-Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Chhatisgarh,Korba,2015-16,Institutional,20 & Above,Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Chhatisgarh,Korba,2015-16,Institutional,(3.0-4.0),Semi-Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Chhatisgarh,Korba,2015-16,Institutional,(4.0-5.0),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Chhatisgarh,Korba,2015-16,Institutional,(5.0-7.5),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Chhatisgarh,Korba,2015-16,Institutional,(7.5-10.0),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Hamirpur,2015-16,Others,(2.0-3.0),Semi-Medium,5460.425,669.954,6130.379,5593.791,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Hamirpur,2015-16,Others,20 & Above,Large,44.45,0,44.45,0,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Hamirpur,2015-16,Others,(3.0-4.0),Semi-Medium,2747.448,333.647,3081.095,3037.945,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Hamirpur,2015-16,Others,(4.0-5.0),Medium,1629.948,296.229,1926.177,1966.633,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Hamirpur,2015-16,Others,(5.0-7.5),Medium,1614.678,380.325,1995.003,2426.967,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Hamirpur,2015-16,Others,(7.5-10.0),Medium,514.749,267.734,782.483,928.237,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Hamirpur,2015-16,Others,Below 0.5,Marginal,3271.488,567.307,3838.795,2260.045,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Hamirpur,2015-16,Scheduled Caste,(0.5-1.0),Marginal,1048.793,54.326,1103.119,728.391,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Hamirpur,2015-16,Scheduled Caste,(10.0-20.0),Large,11.05,0,11.05,0,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Hamirpur,2015-16,Scheduled Caste,(1.0-2.0),Small,705.536,86.252,791.788,573.712,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Hamirpur,2015-16,Scheduled Caste,(2.0-3.0),Semi-Medium,239.875,51.042,290.917,138.123,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Hamirpur,2015-16,Scheduled Caste,20 & Above,Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Hamirpur,2015-16,Scheduled Caste,(3.0-4.0),Semi-Medium,78.013,9.491,87.504,65.876,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Hamirpur,2015-16,Scheduled Caste,(4.0-5.0),Medium,64.022,8.193,72.215,8.705,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Hamirpur,2015-16,Scheduled Caste,(5.0-7.5),Medium,40.658,0.336,40.994,5.526,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Hamirpur,2015-16,Scheduled Caste,(7.5-10.0),Medium,44.93,0,44.93,0,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Hamirpur,2015-16,Scheduled Caste,Below 0.5,Marginal,1778.756,41.329,1820.085,1034.265,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Hamirpur,2015-16,Scheduled Tribes,(0.5-1.0),Marginal,25.385,1.123,26.508,26.472,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Hamirpur,2015-16,Scheduled Tribes,(10.0-20.0),Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Hamirpur,2015-16,Scheduled Tribes,(1.0-2.0),Small,76.655,0.484,77.139,20.311,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Hamirpur,2015-16,Scheduled Tribes,(2.0-3.0),Semi-Medium,30.031,1.02,31.051,12.909,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,Upper Subansiri,2015-16,Scheduled Tribes,20 & Above,Large,1688.671,31.719,1720.39,38.977,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,Upper Subansiri,2015-16,Scheduled Tribes,(3.0-4.0),Semi-Medium,1629.26,253.025,1882.285,1525.246,2015,"Agriculture Year (Jul - Jun), 2015"
Chhatisgarh,Korba,2015-16,Institutional,Below 0.5,Marginal,0.121,0,0.121,0,2015,"Agriculture Year (Jul - Jun), 2015"
Chhatisgarh,Korba,2015-16,Others,(0.5-1.0),Marginal,6266.548,152.029,6418.577,100.914,2015,"Agriculture Year (Jul - Jun), 2015"
Chhatisgarh,Korba,2015-16,Others,(10.0-20.0),Large,527.196,70.506,597.702,5.308,2015,"Agriculture Year (Jul - Jun), 2015"
Chhatisgarh,Korba,2015-16,Others,(1.0-2.0),Small,9236.262,214.53,9450.792,540.374,2015,"Agriculture Year (Jul - Jun), 2015"
Chhatisgarh,Korba,2015-16,Others,(2.0-3.0),Semi-Medium,5545.019,162.427,5707.446,237.743,2015,"Agriculture Year (Jul - Jun), 2015"
Chhatisgarh,Korba,2015-16,Others,20 & Above,Large,78.16,0,78.16,0,2015,"Agriculture Year (Jul - Jun), 2015"
Andaman & Nicobar Islands,Nicobar,2015-16,Scheduled Tribes,(0.5-1.0),Marginal,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Andaman & Nicobar Islands,Nicobar,2015-16,Scheduled Tribes,(10.0-20.0),Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Andaman & Nicobar Islands,Nicobar,2015-16,Scheduled Tribes,(1.0-2.0),Small,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Andaman & Nicobar Islands,Nicobar,2015-16,Scheduled Tribes,(2.0-3.0),Semi-Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Andaman & Nicobar Islands,Nicobar,2015-16,Scheduled Tribes,20 & Above,Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Andaman & Nicobar Islands,Nicobar,2015-16,Scheduled Tribes,(3.0-4.0),Semi-Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Andaman & Nicobar Islands,Nicobar,2015-16,Scheduled Tribes,(4.0-5.0),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,Upper Subansiri,2015-16,Scheduled Tribes,(4.0-5.0),Medium,1452.336,357.347,1809.683,1516.986,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,Upper Subansiri,2015-16,Scheduled Tribes,(5.0-7.5),Medium,4874.648,1393.882,6268.53,5171.532,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,Upper Subansiri,2015-16,Scheduled Tribes,(7.5-10.0),Medium,3556.168,1044.122,4600.29,4016.97,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,Upper Subansiri,2015-16,Scheduled Tribes,Below 0.5,Marginal,38.009,0.335,38.344,0.293,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,West Kameng,2015-16,Institutional,(0.5-1.0),Marginal,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Hamirpur,2015-16,Scheduled Tribes,20 & Above,Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Hamirpur,2015-16,Scheduled Tribes,(3.0-4.0),Semi-Medium,13.18,0,13.18,0,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Hamirpur,2015-16,Scheduled Tribes,(4.0-5.0),Medium,26.97,0,26.97,0,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Hamirpur,2015-16,Scheduled Tribes,(5.0-7.5),Medium,12.45,0,12.45,0,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Hamirpur,2015-16,Scheduled Tribes,(7.5-10.0),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Hamirpur,2015-16,Scheduled Tribes,Below 0.5,Marginal,22.301,1.401,23.702,10.918,2015,"Agriculture Year (Jul - Jun), 2015"
Chhatisgarh,Korba,2015-16,Others,(3.0-4.0),Semi-Medium,2784.739,65.165,2849.904,48.507,2015,"Agriculture Year (Jul - Jun), 2015"
Chhatisgarh,Korba,2015-16,Others,(4.0-5.0),Medium,1665.809,11.107,1676.916,17.474,2015,"Agriculture Year (Jul - Jun), 2015"
Chhatisgarh,Korba,2015-16,Others,(5.0-7.5),Medium,1888.72,98.997,1987.717,99.943,2015,"Agriculture Year (Jul - Jun), 2015"
Chhatisgarh,Korba,2015-16,Others,(7.5-10.0),Medium,875.243,25.6,900.843,55.472,2015,"Agriculture Year (Jul - Jun), 2015"
Chhatisgarh,Korba,2015-16,Others,Below 0.5,Marginal,5093.069,84.873,5177.942,66.211,2015,"Agriculture Year (Jul - Jun), 2015"
Chhatisgarh,Korba,2015-16,Scheduled Caste,(0.5-1.0),Marginal,1824.11,71.556,1895.666,16.651,2015,"Agriculture Year (Jul - Jun), 2015"
Chhatisgarh,Korba,2015-16,Scheduled Caste,(10.0-20.0),Large,121.041,0,121.041,0,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Kangra,2015-16,Institutional,(0.5-1.0),Marginal,8.42,0,8.42,0,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Kangra,2015-16,Institutional,(10.0-20.0),Large,90.224,0,90.224,30.506,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Kangra,2015-16,Institutional,(1.0-2.0),Small,7.36,0,7.36,0,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Kangra,2015-16,Institutional,(2.0-3.0),Semi-Medium,13.33,0,13.33,0,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Kangra,2015-16,Institutional,20 & Above,Large,699.782,0,699.782,155.258,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Kangra,2015-16,Institutional,(3.0-4.0),Semi-Medium,32.99,0,32.99,0,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Kangra,2015-16,Institutional,(4.0-5.0),Medium,24.28,0,24.28,0,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Kangra,2015-16,Institutional,(5.0-7.5),Medium,47.37,0,47.37,0,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Kangra,2015-16,Institutional,(7.5-10.0),Medium,24.87,0,24.87,0,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Kangra,2015-16,Institutional,Below 0.5,Marginal,5.47,0,5.47,0,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Kangra,2015-16,Others,(0.5-1.0),Marginal,11883.158,2976.468,14859.626,11782.184,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Kangra,2015-16,Others,(10.0-20.0),Large,5577.348,111.321,5688.669,1853.351,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Kangra,2015-16,Others,(1.0-2.0),Small,23397.635,3005.843,26403.478,12731.042,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Kangra,2015-16,Others,(2.0-3.0),Semi-Medium,13158.903,1582.655,14741.558,9113.972,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Kangra,2015-16,Others,20 & Above,Large,3667.277,4.694,3671.971,159.969,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Kangra,2015-16,Others,(3.0-4.0),Semi-Medium,7700.839,1328.208,9029.047,6743.793,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Kangra,2015-16,Others,(4.0-5.0),Medium,5401.686,251.587,5653.273,4749.427,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,West Kameng,2015-16,Institutional,(10.0-20.0),Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,West Kameng,2015-16,Institutional,(1.0-2.0),Small,4.5,0,4.5,0,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,West Kameng,2015-16,Institutional,(2.0-3.0),Semi-Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,West Kameng,2015-16,Institutional,20 & Above,Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,West Kameng,2015-16,Institutional,(3.0-4.0),Semi-Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,West Kameng,2015-16,Institutional,(4.0-5.0),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Chhatisgarh,Korba,2015-16,Scheduled Caste,(1.0-2.0),Small,2632.617,193.511,2826.128,47.384,2015,"Agriculture Year (Jul - Jun), 2015"
Chhatisgarh,Korba,2015-16,Scheduled Caste,(2.0-3.0),Semi-Medium,1366.745,117.273,1484.018,13.895,2015,"Agriculture Year (Jul - Jun), 2015"
Chhatisgarh,Korba,2015-16,Scheduled Caste,20 & Above,Large,43.848,0.975,44.823,0,2015,"Agriculture Year (Jul - Jun), 2015"
Chhatisgarh,Korba,2015-16,Scheduled Caste,(3.0-4.0),Semi-Medium,668.238,109.235,777.473,14.631,2015,"Agriculture Year (Jul - Jun), 2015"
Chhatisgarh,Korba,2015-16,Scheduled Caste,(4.0-5.0),Medium,455.385,51.791,507.176,2.175,2015,"Agriculture Year (Jul - Jun), 2015"
Chhatisgarh,Korba,2015-16,Scheduled Caste,(5.0-7.5),Medium,504.399,64.962,569.361,6.485,2015,"Agriculture Year (Jul - Jun), 2015"
Chhatisgarh,Korba,2015-16,Scheduled Caste,(7.5-10.0),Medium,170.902,0.316,171.218,1.202,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,West Kameng,2015-16,Institutional,(5.0-7.5),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,West Kameng,2015-16,Institutional,(7.5-10.0),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,West Kameng,2015-16,Institutional,Below 0.5,Marginal,2.369,0,2.369,0,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,West Kameng,2015-16,Others,(0.5-1.0),Marginal,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,West Kameng,2015-16,Others,(10.0-20.0),Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,West Kameng,2015-16,Others,(1.0-2.0),Small,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Kangra,2015-16,Others,(5.0-7.5),Medium,10526.183,801.347,11327.53,2522.54,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Kangra,2015-16,Others,(7.5-10.0),Medium,5294.889,113.498,5408.387,1467.033,2015,"Agriculture Year (Jul - Jun), 2015"
Himachal Pradesh,Kangra,2015-16,Others,Below 0.5,Marginal,10599.499,2761.184,13360.683,9310.677,2015,"Agriculture Year (Jul - Jun), 2015"
